id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1040536232451757232,https://www.nocarz.pl/rooms/1040536232451757232,20241221052002,2024-12-21,city scrape,"Cozy Souterrain Apt, 3-Bdr,80 m²,Rosenthaler Platz","Beautiful, modern basement apartment in close proximity to the famous Hackescher Höfe. The apartment is located on Kleine Rosenthaler Straße 2, right in the center and is within walking distance of many tourist attractions. The excellent connection to public transport makes it easy to discover the city. The surrounding area offers attractive shopping, cafes, restaurants and is a great base for nightlife.","The apartment is very centrally located. <br />Alexanderplatz is only 1 km away and within walking distance. The connection with public transport is very good. The bus, tram and metro stops are only 3-4 minutes away. Just around the corner you will find a supermarket, as well as good restaurants and cafes. Also a 24/7 late purchase is just 2 minutes away. There is paid public parking in the area. <br />More information and accurate addresses are included in our digital guidebooks. You can find these in our listing.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA0MDUzNjIzMjQ1MTc1NzIzMg%3D%3D/original/458cfb5a-09e8-4b45-84f6-733c5d985578.jpeg,373606229,https://www.nocarz.pl/users/show/373606229,David,2020-10-28,"Berlin, Germany","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/0d0adb86-121e-425b-8c4e-121c90490123.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0d0adb86-121e-425b-8c4e-121c90490123.jpg?aki_policy=profile_x_medium,,14,14,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.52704,13.4041,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,6,"[""Wine glasses"", ""Coffee"", ""Kitchen"", ""Room-darkening shades"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Ethernet connection"", ""Cleaning available during stay"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""Hair dryer"", ""Laundromat nearby"", ""Clothing storage"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Private entrance"", ""Lockbox"", ""Paid parking off premises"", ""Fire extinguisher"", ""Dining table"", ""Shower gel"", ""Hangers"", ""Body soap"", ""Heating"", ""Pets allowed"", ""Essentials"", ""First aid kit"", ""Toaster"", ""Self check-in"", ""Cleaning products"", ""Wifi"", ""Single level home"", ""Iron""]",$134.00,2,365,2,3,365,365,2.3,365.0,,t,6,30,60,260,2024-12-21,55,55,0,2023-12-24,2024-11-18,4.73,4.71,4.47,4.93,4.95,4.84,4.65,"Legal entity name and Legal form: L&L Studio GmbH <br/>Legal representatives or Trade register number: HRB174625 <br/> Entity address: Otto-Suhr-Allee 74, 10585, Berlin, DE <br/>Listing address: Kleine Rosenthalerstr.2 , 10119, Berlin, DE",t,14,14,0,0,4.53
1196078782155310270,https://www.nocarz.pl/rooms/1196078782155310270,20241221052002,2024-12-21,city scrape,Nice apartment in Berlin,"Good, quiet accommodation for a relaxing family holiday or for groups who want to spend an unforgettable weekend in Berlin",,https://a0.muscache.com/pictures/hosting/Hosting-1196078782155310270/original/3308562b-7e7e-4098-aa8c-1ecf93470c3b.jpeg,512573083,https://www.nocarz.pl/users/show/512573083,Ola,2023-05-01,,"",within a day,70%,89%,f,https://a0.muscache.com/im/pictures/user/User-512573083/original/6530c0c1-0d1c-46af-ae75-695b59f9a516.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-512573083/original/6530c0c1-0d1c-46af-ae75-695b59f9a516.jpeg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,,Neu Lichtenberg,Lichtenberg,52.50194704763061,13.492446753711784,Entire rental unit,Entire home/apt,7,1.0,1 bath,2,5,"[""Wine glasses"", ""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""Hair dryer"", ""Laundromat nearby"", ""Clothing storage"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Portable fans"", ""Baking sheet"", ""Drying rack for clothing"", ""Shower gel"", ""Hangers"", ""Body soap"", ""Heating"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""Toaster"", ""Oven"", ""TV"", ""Cooking basics"", ""Wifi"", ""Iron""]",$264.00,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,365,2024-12-21,3,3,0,2024-07-28,2024-09-26,2.33,3.0,3.67,3.0,1.67,3.0,3.0,"First name and Last name: Galina Syvyryn <br/> Contact address: Luckstr, 10317, Berlin, Deutschland  <br/>Listing address: Luckstr, 10317, Berlin , Deutschland ",f,5,5,0,0,0.61
21361303,https://www.nocarz.pl/rooms/21361303,20241221052002,2024-12-21,previous scrape,150,,,https://a0.muscache.com/pictures/0c5d3dc0-49bc-4a94-831d-d2674c662f61.jpg,154637218,https://www.nocarz.pl/users/show/154637218,Berlin,2017-10-15,"Berlin, Germany","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/0cc92d36-00db-41e6-a4f2-55109569a3a0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0cc92d36-00db-41e6-a4f2-55109569a3a0.jpg?aki_policy=profile_x_medium,Potsdamer Platz,1,1,"['email', 'phone']",t,t,,Tiergarten Süd,Mitte,52.51093,13.37362,Private room in rental unit,Private room,3,,1 private bath,,,"[""Fire extinguisher"", ""Kitchen"", ""Hangers"", ""Smoke alarm"", ""TV"", ""Heating"", ""Dryer"", ""Elevator"", ""Air conditioning"", ""Essentials"", ""Washer"", ""Wifi""]",,92,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2024-12-21,0,0,0,,,,,,,,,,,t,1,0,1,0,
53824354,https://www.nocarz.pl/rooms/53824354,20241221052002,2024-12-21,city scrape,"spacious, bright and cosy apartment in P.Berg","Apartment in P.Berg Top location.<br />  Many cafes, restaurants and bars, 7 min walk from U2 and many tram around . <br />comfotable and cozy Apartment .","A bourgeois neighborhood.  Lots of cafes bars and trees.  Recommended for families, couples and people who want to experience local Berlin",https://a0.muscache.com/pictures/miso/Hosting-53824354/original/30f8fded-5299-42b6-90f3-0a3c0708b6f7.jpeg,97974453,https://www.nocarz.pl/users/show/97974453,Shahar,2016-10-04,"Berlin, Germany","",within a few hours,100%,88%,f,https://a0.muscache.com/im/pictures/user/8a00574e-3e1e-443f-9897-eebed1721232.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8a00574e-3e1e-443f-9897-eebed1721232.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Berlin, Germany",Helmholtzplatz,Pankow,52.54637,13.41998,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,1,"[""Coffee"", ""Kitchen"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Coffee maker"", ""45 inch HDTV with Netflix"", ""Hair dryer"", ""Microwave"", ""Freezer"", ""Hot water"", ""Central heating"", ""Lockbox"", ""Baking sheet"", ""Cleaning products"", ""Dining table"", ""Dedicated workspace"", ""Essentials"", ""Dishwasher"", ""Smoking allowed"", ""Clothing storage: closet"", ""Free washer \u2013 In unit"", ""Oven"", ""Elevator"", ""Self check-in"", ""Air conditioning"", ""Shared patio or balcony"", ""Wifi"", ""Iron""]",$91.00,3,1125,1,7,1125,1125,6.9,1125.0,,t,6,6,6,6,2024-12-21,41,10,1,2022-10-28,2024-11-24,4.78,4.85,4.24,4.71,4.88,4.98,4.66,"First name and Last name: Shahar golan  <br/> Contact address: Stargarder str 62, 10437, Berlin, Germany  <br/>Listing address: Stargarder str 62, 10437, Berlin, Germany ",f,1,1,0,0,1.56
22684601,https://www.nocarz.pl/rooms/22684601,20241221052002,2024-12-21,city scrape,Apartment in the Heart of Prenzlauer Berg,"2 room apartment in the popular Winsviertel. Spacious, modern and fully equipped apartment on the ground floor of a centenary building (1900) in the heart of Berlin Prenzlauer Berg.","The Winsviertel in the city district Prenzlauer Berg is a very nice place in Berlin:  small shops, weekly markets, chic boutiques, restaurants, pubs and trendy bars. Prenzlauer Berg is famous for Kollwitzplatz, the Kulturbrauerei, the newly restored Jewish Synagogue, the Water Tower and the well-known Mauerpark with a flea market every Sunday.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjI2ODQ2MDE%3D/original/15e484a4-abbb-41b9-bdb4-2ecf026e73c4.jpeg,122885380,https://www.nocarz.pl/users/show/122885380,Carlos,2017-03-27,"Berlin, Germany","",within a day,100%,97%,f,https://a0.muscache.com/im/pictures/user/1efe5222-c75a-42b5-aa36-bd94af9e2969.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1efe5222-c75a-42b5-aa36-bd94af9e2969.jpg?aki_policy=profile_x_medium,Prenzlauer Berg,1,2,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Süd,Pankow,52.53313,13.42394,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Kitchen"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Coffee maker"", ""Hair dryer"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Dryer"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Heating"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Oven"", ""Self check-in"", ""Wifi"", ""Single level home"", ""Iron""]",$150.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,18,43,73,332,2024-12-21,140,19,0,2019-02-04,2024-11-04,4.67,4.76,4.56,4.88,4.81,4.86,4.53,"First name and Last name: Mariam Ghazanfar <br/> Contact address: Corinthstr. 48, 10245, Berlin, Berlin <br/>Listing address: Winsstr. 15, 10405, Berlin, Berlin",f,1,1,0,0,1.96
51416437,https://www.nocarz.pl/rooms/51416437,20241221052002,2024-12-21,city scrape,Designed Hotel Room in Berlin Mitte - Small Plus,"The Circus Hotel offers you uniqueness, design, and intimacy in the heart of Berlin Mitte. The professional designer team of The Circus Hotel is committed to surprising you right from the moment you get into the hotel. Personalization is part of The Circus Berlin Hotel’s DNA. The Circus Hotel Berlin Mitte is the best place to feel at home away from home.<br />Stay with us and discover the ""Lost my Voice"" cocktail bar, the cosy lounge, the peaceful courtyard and the amazing rooftop!","The Circus Hotel is located in the heart of Berlin-Mitte, surrounded by numerous restaurants, cafes and bars, great options for extensive shopping and fantastic opportunities to explore the Berlin art and cultural landscape. If you don't quite know about the abundance of offer, our team will be happy to give you recommendations on the way!",https://a0.muscache.com/pictures/prohost-api/Hosting-51416437/original/3eac9f20-eff1-4b98-ad12-1f21c636df35.jpeg,415771368,https://www.nocarz.pl/users/show/415771368,The Circus Hotel,2021-07-29,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/2be95230-fdfb-4f95-a904-99c255e168d6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2be95230-fdfb-4f95-a904-99c255e168d6.jpg?aki_policy=profile_x_medium,,11,21,"['email', 'phone']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.52838,13.40163,Room in boutique hotel,Private room,2,1.0,1 shared bath,1,1,"[""Safe"", ""Hair dryer"", ""Building staff"", ""Room-darkening shades"", ""Shampoo"", ""Bed linens"", ""Smoke alarm"", ""Heating"", ""Self check-in"", ""Air conditioning"", ""Fast wifi \u2013 250 Mbps""]",$145.00,1,8,1,2,8,8,1.1,8.0,,t,26,56,86,249,2024-12-21,4,0,0,2021-09-12,2023-09-09,4.75,4.5,5.0,5.0,4.5,4.75,4.25,"Legal entity name and Legal form: The Circus GbR <br/>Legal representatives or Trade register number: DE189865941 <br/> Entity address: Weinbergsweg 1A, 10119, Berlin, Deutschland <br/>Listing address: Rosenthaler Strasse 1, 10119, Berlin, Deutschland",t,11,4,7,0,0.1
45475523,https://www.nocarz.pl/rooms/45475523,20241221052002,2024-12-21,city scrape,Numa | XL Studio with Kitchen & Balcony,"The 33 square metre studios consist of a single room with a kitchen, a dining area, and an ensuite bathroom with shower. Some rooms are equipped with a double bed and some with two single beds put together to form a double bed. All studios include a workspace with desk, perfect for working remotely, and a beautiful balcony where you can sit and relax. The studios can accommodate up to 2 people.","Nook is located in the trendy Mitte area, the first and most central borough of Berlin. The area, formerly divided by East and West Berlin, is known for being the historic core of Berlin. Some of the most famous landmarks of the city, such as Museum Island, Reichstag, Checkpoint Charlie, Brandenburg Gate and Alexanderplatz, are all within walking distance of the property. Around the corner is the famous Monbijou Park that hosts a view of the Spree river, popular among tourists and locals alike. The park provides a good area to exercise and enjoy nature within the city. A couple of minutes away by foot, is the famous Hackescher Markt that provides a good transport link to the entire city. Around Frederics Apartments you will find an area filled with beautiful cafes, restaurants, bars and art galleries. For those seeking to do some shopping, Frederichstrasse, perhaps the most well-known shopping street in Berlin is less than 15 min away. For more information, please ask for our list of l",https://a0.muscache.com/pictures/miso/Hosting-45475523/original/7385d3a8-0f0c-4b37-a894-49ccdd5cca86.jpeg,367824579,https://www.nocarz.pl/users/show/367824579,Numa | Nook,2020-09-16,"Berlin, Germany","Numa is Europe’s premier provider of digitally-managed rooms & apartments across 30+ of Europe's most iconic cities – for business trips and leisurely getaways alike. Enjoy a digital-first stay with easy check-ins and room access. Our properties feature unique designs, fast WiFi, fully equipped kitchens, productive workspaces, and high-quality beds – so you can feel at home wherever you go. We’re here for you 24/7 via text, call or email.",within an hour,99%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/901c06c6-3ea6-453a-80ae-3bef43dcc3cc.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/901c06c6-3ea6-453a-80ae-3bef43dcc3cc.jpeg?aki_policy=profile_x_medium,,6,6,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.52391,13.39975,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0,1,"[""Wine glasses"", ""Coffee"", ""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Cooking basics"", ""Dishes and silverware"", ""Paid washer \u2013 In building"", ""Safe"", ""Hot water kettle"", ""Coffee maker"", ""Long term stays allowed"", ""Hair dryer"", ""Patio or balcony"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Paid parking off premises"", ""Smart lock"", ""Drying rack for clothing"", ""Fire extinguisher"", ""Dining table"", ""Luggage dropoff allowed"", ""Shower gel"", ""Hangers"", ""Body soap"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Conditioner"", ""Paid dryer \u2013 In building"", ""Carbon monoxide alarm"", ""Dishwasher"", ""42 inch TV"", ""Elevator"", ""Self check-in"", ""Cleaning products"", ""Wifi"", ""Single level home"", ""Iron""]",$107.00,1,1125,1,3,999,999,2.0,999.0,,t,26,56,86,332,2024-12-21,281,35,0,2020-10-28,2024-11-17,4.71,4.78,4.84,4.85,4.78,4.93,4.53,"Legal entity name and Legal form: COSI Berlin Hackescher Markt GmbH <br/>Legal representatives or Trade register number: HRB 213401 B <br/> Entity address: Potsdamer Straße 68A, 10785, Berlin, Germany <br/>Listing address: Große Hamburger Str. 23, 10115, Berlin, Germany",f,6,6,0,0,5.56
25355594,https://www.nocarz.pl/rooms/25355594,20241221052002,2024-12-21,city scrape,Finnhütte lovely small house Berlin,"Dear guests, our Finnhütte is located in a very quiet location in southeast of Berlin. By car takes 23 minutes to the city center (without traffic jam).<br />There are 2 good restaurants nearby. In addition, you can walk 10-15 minutes shopping like Lidl, Aldi, DM etc. <br />In 100 meters there are 2 bus stops with 3 lines. One of them also goes to the airport. <br />To S Bhf Adlershof and Altgliniecke you could walk in 15 minutes or take the bus.","Close Proximity to Berlin Airport (Flughafen Berlin):<br />The property is conveniently located near Berlin Airport, ensuring swift and hassle-free travel for guests arriving or departing. This proximity minimizes travel time and provides added convenience, especially for those with early or late flights.<br /><br />Proximity to Müggelsee and Treptower Park:<br />Enjoy the convenience of being just a 15-minute drive away from the picturesque Berlin's largest lake Müggelsee, offering a beautiful natural escape and 20-minute drive to Treptower Park with the impressive Treptow Soviet Memorial and Plänterwald forest with the Spreepark, a disused amusement park that can be visited on guided tours. <br /><br />City Center:<br />It takes 23 minutes by car to the city centre (without traffic jams).<br /><br /><br /><br />Quiet Residential Area:<br />Located in a tranquil residential neighborhood, providing a peaceful environment for guests.<br /><br /><br />Local Amenities:<br />There are 2 go",https://a0.muscache.com/pictures/hosting/Hosting-25355594/original/c5b60028-6017-4585-ae7e-7fc5344c80c5.jpeg,19553768,https://www.nocarz.pl/users/show/19553768,Özgür,2014-08-06,"Berlin, Germany","Hi, bin ein Lehrer und wohne in Berlin. 
Ich bin verheiratet und habe zwei Töchter. Ich liebe es zu Reisen. In Europa war ich in fast allen Ländern unterwegs.
Sport gehört auch zu meinem Lifestyle ;-)
Ich bin ein sehr ruhiger Typ. Rauchen und Alkohol trinken gehören nicht zu meinen Eigenschaften. 
Mein Slogan ist Around the World.
",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/b1c746d7-a448-40f5-859c-fadf8e7ca13b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1c746d7-a448-40f5-859c-fadf8e7ca13b.jpg?aki_policy=profile_x_medium,,1,6,"['email', 'phone']",t,t,"Berlin, Germany",Altglienicke,Treptow - Köpenick,52.41844,13.54647,Entire home,Entire home/apt,3,1.0,1 bath,1,2,"[""L\u2019Or\u00e9al  body soap"", ""Bikes"", ""Coffee"", ""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Free street parking"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Ethernet connection"", ""Private patio or balcony"", ""Paid washer \u2013 In building"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Long term stays allowed"", ""Hair dryer"", ""Microwave"", ""BBQ grill"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Portable fans"", ""Private entrance"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Stainless steel electric stove"", ""Luggage dropoff allowed"", ""Shower gel"", ""Hangers"", ""EV charger"", ""Heating"", ""Dedicated workspace"", ""Pets allowed"", ""Essentials"", ""40 inch HDTV"", ""First aid kit"", ""Outdoor dining area"", ""Toaster"", ""Clothing storage: closet"", ""Free driveway parking on premises"", ""Private backyard \u2013 Not fully fenced"", ""Cleaning products"", ""Wifi"", ""Iron"", ""Exercise equipment""]",$77.00,1,180,1,1,1125,1125,1.0,1125.0,,t,11,11,11,11,2024-12-21,40,10,0,2022-04-19,2024-05-11,4.93,4.9,4.73,4.95,5.0,4.9,4.85,09/Z/AZ/003349-22,f,1,1,0,0,1.23
21144414,https://www.nocarz.pl/rooms/21144414,20241221052002,2024-12-21,city scrape,central & quiet - comfy room in Berlin Schöneberg,"You rent a comfy 12 sq.m. room with 2 sleeping places in a flat with two rooms. It's an typical ""Berliner Altbau"" with high rooms and pieces at the cieling.<br />I share my bathroom and my kitchen with you, and if you want, and there is enough - some of my time ;-)","My hood calls ""Rote Insel"" - not tourist and it's a quiet and peaceful neighborhood in my street. We are close to ""Spätis"", original Berlin ""Kneipen"", cafes, bars, restaurants, one of the oldest cinema in Berlin, supermarkets, bakeries and public transportations.",https://a0.muscache.com/pictures/2bccbc47-3b9e-4cd0-bfed-c4fac8d13848.jpg,63383390,https://www.nocarz.pl/users/show/63383390,Jo,2016-03-17,"Berlin, Germany",Am liebsten barfuß. Staunend. Mit Ukulele & Gitarre. Kunst & Geschichten. Neugierig. Immer unterwegs. Manchmal nur im Kopf. Couchsurfing. Brotlose Kunst. Nanny.,within an hour,100%,87%,f,https://a0.muscache.com/im/pictures/user/202b7597-2daf-43bb-a146-1fbc10ce50af.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/202b7597-2daf-43bb-a146-1fbc10ce50af.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Schöneberg-Süd,Tempelhof - Schöneberg,52.48234881443327,13.361650661212268,Private room in rental unit,Private room,1,1.0,1 shared bath,1,2,"[""Coffee"", ""Kitchen"", ""Housekeeping - available at extra cost"", ""Shampoo"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hot water kettle"", ""Hair dryer"", ""Stove"", ""Refrigerator"", ""Hot water"", ""Baking sheet"", ""Free washer \u2013 In building"", ""Shower gel"", ""Hangers"", ""Heating"", ""Host greets you"", ""Essentials"", ""Free dryer \u2013 In building"", ""Oven"", ""Cooking basics"", ""Wifi""]",$39.00,3,730,1,7,730,730,3.6,730.0,,t,14,16,34,102,2024-12-21,81,36,2,2017-10-11,2024-11-30,4.81,4.83,4.69,4.86,4.91,4.88,4.69,07/Z/AZ/014734-23,f,1,0,1,0,0.92
1248340069150762175,https://www.nocarz.pl/rooms/1248340069150762175,20241221052002,2024-12-21,city scrape,"Blueground | Kreuzberg, move-in-ready + kitchen","Show up and start living from day one in Berlin with this comfortable one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Kreuzberg home . (ID #BER328)","This furnished apartment is located in Kreuzberg, a sprawling neighborhood in central Berlin. The dynamic and fast-growing area is popular with students, young professionals, and new arrivals to the city. You will find cafes and eateries at every price point, as well as an abundance of Turkish restaurants around Kottbusser Tor. Bergmannkiez is known for both its 19th century architecture and the cool independent stores and abundant restaurants and bars along Bergmanstrasse. Kreuzberg is home to several notable museums, including the Berlinische Gallery, the German Museum of Technology and the Jewish Museum Berlin. Other highlights include the famous Checkpoint Charlie, located along the neighborhood's northern border, and Potsdamer Platz. Kreuzberg is served by several S-Bahn, U-Bahn and bus lines.",https://a0.muscache.com/pictures/prohost-api/Hosting-1248340069150762175/original/eb603ac3-0a2f-4067-b8e4-ef3ab2bf0b0a.jpeg,434485440,https://www.nocarz.pl/users/show/434485440,Blueground,2021-12-03,"Berlin, Germany","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within a few hours,70%,99%,f,https://a0.muscache.com/im/pictures/user/98fbf951-af01-449c-889e-c955e0f99c8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98fbf951-af01-449c-889e-c955e0f99c8f.jpg?aki_policy=profile_x_medium,,322,325,"['email', 'phone']",t,t,"Berlin, Germany",Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.48707150000001,13.3925628,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Heating"", ""Pets allowed"", ""Essentials"", ""Dishwasher"", ""High chair"", ""Oven"", ""Bathtub"", ""TV"", ""Washer \u2013\u00a0In unit"", ""Dryer \u2013\u00a0In unit"", ""Self check-in"", ""Cooking basics"", ""Wifi"", ""Iron""]",$86.00,92,1125,92,334,1125,1125,96.4,1125.0,,t,0,0,0,203,2024-12-21,0,0,0,,,,,,,,,,,t,318,318,0,0,
